City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Donskoy,RU,53.9711,38.3363,60.82,72,24,8.55,few clouds
447,Surab,PK,28.4914,66.2585,73.81,68,3,3.87,clear sky
448,Mabaruma,GY,8.2,-59.7833,73.45,99,89,3.78,overcast clouds
449,Richards Bay,ZA,-28.783,32.0377,61.84,46,0,9.6,clear sky
450,Ashford,GB,51.1459,0.8728,60.82,88,27,1.01,scattered clouds
451,Bambari,CF,5.768,20.6757,67.39,92,93,2.17,overcast clouds
452,Tawang,IN,27.5833,91.8667,57.4,88,100,3.29,overcast clouds
453,George,ZA,-33.963,22.4617,51.35,93,20,3.44,few clouds
454,Awjilah,LY,29.1081,21.2869,81.75,49,6,8.72,clear sky
455,Camopi,GF,3.1655,-52.3158,71.91,99,15,2.57,few clouds
456,Aldan,RU,58.6031,125.3894,78.48,55,18,5.14,few clouds
457,Tokonou,GN,9.65,-9.7833,69.64,95,98,6.02,overcast clouds
458,Mecca,SA,21.4267,39.8261,87.12,24,76,5.26,broken clouds
459,Scarborough,GB,54.2797,-0.4044,54.16,80,19,3.0,few clouds
460,Harper,LR,4.375,-7.7169,75.74,78,68,8.39,broken clouds
461,Hay River,CA,60.8156,-115.7999,66.18,52,40,11.5,smoke
462,Dalhousie,IN,32.5333,75.9833,62.42,90,99,3.71,overcast clouds
463,Logstor,DK,56.9624,9.2583,56.98,79,84,12.17,broken clouds
464,Nyurba,RU,63.2842,118.3319,77.49,62,63,5.61,broken clouds
465,Kovacica,RS,45.1117,20.6214,72.9,59,1,5.59,light rain
466,Khlevnoye,RU,52.1951,39.0932,55.42,78,5,8.72,clear sky
467,Pauini,BR,-7.7136,-66.9764,77.94,69,73,2.71,broken clouds
468,San,ML,13.3034,-4.8956,82.36,65,72,6.55,broken clouds
469,Garissa,KE,-0.4536,39.6401,72.21,72,80,20.11,broken clouds
470,Mbumi,TZ,-7.9058,39.2105,65.84,95,3,2.84,clear sky
471,Santiago Del Estero,AR,-27.7951,-64.2615,58.46,40,45,5.5,scattered clouds
472,Brekstad,NO,63.687,9.6654,58.01,77,20,13.8,few clouds
473,Pangnirtung,CA,66.1451,-65.7125,43.27,83,96,2.19,overcast clouds
474,Kon Tum,VN,14.35,108.0,72.0,98,100,4.23,overcast clouds
475,Esna,EG,25.2934,32.554,84.22,24,0,6.53,clear sky
476,San Jeronimo,PE,-11.9472,-75.2829,47.43,68,34,5.86,scattered clouds
477,Seoul,KR,37.5683,126.9778,80.2,83,40,2.3,scattered clouds
478,Stornoway,GB,58.2093,-6.3865,53.56,93,75,6.91,broken clouds
479,Sao Joao Da Ponte,BR,-15.9292,-44.0078,63.16,57,49,4.68,scattered clouds
480,Sagua De Tanamo,CU,20.5819,-75.2414,78.08,80,100,5.5,overcast clouds
481,Krivosheino,RU,57.3431,83.9261,51.71,94,85,7.61,overcast clouds
482,Karasburg,NA,-28.0167,18.75,54.46,58,1,3.4,clear sky
483,Manokwari,ID,-0.8667,134.0833,78.8,83,100,3.11,moderate rain
484,Japura,ID,-0.3167,102.35,72.7,85,91,1.63,overcast clouds
485,Gulu,UG,2.7746,32.299,62.8,81,46,5.01,scattered clouds
486,Grand Forks,US,47.9417,-97.4337,74.93,40,0,8.05,clear sky
487,Trincomalee,LK,8.5711,81.2335,80.53,82,27,15.46,scattered clouds
488,Ketchikan,US,55.3422,-131.6461,73.87,49,0,9.22,clear sky
489,Kununurra,AU,-15.7667,128.7333,66.18,42,46,14.97,scattered clouds
490,Boa Esperanca,BR,-21.09,-45.5658,62.38,60,0,0.25,clear sky
491,Ville-Marie,CA,47.3335,-79.433,57.42,64,90,9.62,overcast clouds
492,Summerland,CA,49.5998,-119.6691,85.08,33,75,12.66,broken clouds
493,Oudtshoorn,ZA,-33.5907,22.2014,50.36,66,0,4.9,clear sky
494,Geraldton,AU,-28.7667,114.6,39.61,87,0,2.3,clear sky
495,Rongcheng,CN,30.634,117.8517,83.17,75,100,2.28,overcast clouds
496,Latung,PH,5.5,120.8833,84.25,76,100,5.17,overcast clouds
497,Olathe,US,38.8814,-94.8191,81.72,79,100,4.61,overcast clouds
498,Ayan,RU,56.45,138.1667,60.96,78,85,9.82,overcast clouds
499,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,60.55,81,98,6.38,overcast clouds
500,Hare Bay,CA,48.8499,-54.0148,67.35,80,69,10.33,broken clouds
501,Sohbatpur,PK,28.5202,68.5434,93.43,52,1,8.08,clear sky
502,Nanortalik,GL,60.1432,-45.2371,45.45,73,75,4.76,broken clouds
503,Roald,NO,62.5833,6.1333,61.9,88,100,0.0,overcast clouds
504,Cumbum,IN,9.7333,77.3,75.25,80,100,9.35,overcast clouds
505,Bernal,PE,-5.45,-80.75,68.36,66,9,16.75,clear sky
506,Vila Velha,BR,-20.3297,-40.2925,71.55,87,0,5.75,clear sky
507,Dalbandin,PK,28.8947,64.4101,85.12,57,2,4.23,clear sky
508,Maragogi,BR,-9.0122,-35.2225,77.0,70,71,12.84,broken clouds
509,Khuzhir,RU,53.1939,107.3397,56.35,90,95,10.11,overcast clouds
510,Grand Gaube,MU,-20.0064,57.6608,70.38,61,94,5.99,overcast clouds
511,Paamiut,GL,61.994,-49.6678,43.83,77,87,3.49,overcast clouds
512,Honningsvag,NO,70.9821,25.9704,74.95,53,1,12.66,clear sky
513,Sangar,RU,63.9242,127.4739,72.0,50,76,9.35,broken clouds
514,Aripuana,BR,-9.1667,-60.6333,75.7,69,37,2.33,scattered clouds
515,Partyzany,UA,46.3314,34.7503,62.67,50,0,6.49,clear sky
516,Gberia Fotombu,SL,9.8833,-11.1667,69.96,97,94,5.14,moderate rain
517,Nisia Floresta,BR,-6.0911,-35.2086,79.18,92,59,10.67,broken clouds
518,Chapais,CA,49.7834,-74.8492,56.98,62,75,15.19,broken clouds
519,College,US,64.8569,-147.8028,81.09,49,75,6.91,smoke
520,Pestera,RO,44.1833,28.1333,71.71,76,18,5.14,few clouds
521,Salinopolis,BR,-0.6136,-47.3561,77.81,87,52,12.03,broken clouds
522,Tonj,SS,7.2737,28.6822,68.95,94,57,4.09,broken clouds
523,Kharabali,RU,47.4196,47.2568,53.46,67,51,8.79,broken clouds
524,Muisne,EC,0.6,-80.0333,74.86,83,84,8.28,broken clouds
525,Salekhard,RU,66.53,66.6019,47.73,63,100,12.75,overcast clouds
526,Constitucion,CL,-35.3333,-72.4167,51.4,78,76,13.56,light rain
527,Bardiyah,LY,31.7561,25.0865,76.86,79,0,13.56,clear sky
528,Coxim,BR,-18.5067,-54.76,76.15,37,2,1.52,clear sky
529,Brae,GB,60.3964,-1.353,51.35,92,83,11.9,broken clouds
530,Labuhan,ID,-6.8844,112.2051,78.85,86,30,6.26,scattered clouds
531,Veliko Gradiste,RS,44.7567,21.5136,73.45,81,1,3.0,clear sky
532,Husavik,IS,66.0449,-17.3389,45.07,97,100,11.48,overcast clouds
533,Pacific Grove,US,36.6177,-121.9166,78.39,81,13,5.99,few clouds
534,Linhares,BR,-19.3911,-40.0722,65.1,94,5,3.02,clear sky
535,Toledo,ES,39.8333,-4.0,78.42,39,1,6.26,clear sky
536,Ust-Maya,RU,60.4167,134.5333,76.33,46,99,3.29,overcast clouds
537,Arlit,NE,18.7369,7.3853,95.07,12,96,3.24,overcast clouds
538,Punta Alta,AR,-38.8759,-62.0736,44.4,47,0,11.23,clear sky
539,Hirara,JP,24.8,125.2833,84.47,84,75,11.5,broken clouds
540,Tessalit,ML,20.1986,1.0114,89.47,30,42,3.96,scattered clouds
541,Port Keats,AU,-14.25,129.55,67.21,54,2,15.59,clear sky
542,Fuerte,PH,17.5381,120.3644,86.11,74,100,6.69,overcast clouds
543,Nova Olimpia,BR,-14.7972,-57.2881,76.86,51,71,3.6,broken clouds
544,Puerto Leguizamo,CO,-0.1934,-74.7819,72.16,96,89,0.47,overcast clouds
545,Lubbock,US,33.6001,-101.8338,98.85,21,40,6.91,scattered clouds
546,Namatanai,PG,-3.6667,152.4333,84.4,70,13,8.43,few clouds
547,Talara,PE,-4.5772,-81.2719,64.08,86,21,12.93,few clouds
548,Leshan,CN,29.5623,103.7639,73.92,87,30,1.34,scattered clouds
549,Kaka,TM,37.3482,59.6143,84.02,34,0,15.75,clear sky
550,Matelica,IT,43.2541,13.0106,73.45,61,43,1.59,scattered clouds
551,Kloulklubed,PW,7.0419,134.2556,82.9,76,95,14.14,overcast clouds
552,Bethanien,NA,-26.502,17.1583,54.21,55,0,6.46,clear sky
553,Micheweni,TZ,-4.9667,39.8333,73.62,79,36,15.03,light rain
554,Neftcala,AZ,39.3742,49.2472,78.21,48,63,14.5,broken clouds
555,Phan Thiet,VN,10.9333,108.1,79.36,85,100,7.05,overcast clouds
556,Carrollton,US,32.9537,-96.8903,98.38,51,75,14.97,broken clouds
557,Antofagasta,CL,-23.65,-70.4,56.48,87,55,6.15,broken clouds
558,Olot,ES,42.181,2.4901,69.6,10,22,5.44,few clouds
559,Ystad,SE,55.4297,13.8204,56.14,76,30,8.72,scattered clouds
560,Svetlogorsk,BY,52.6333,29.7333,60.6,71,6,5.37,clear sky
561,Beohari,IN,24.05,81.3833,81.05,79,99,4.85,overcast clouds
562,Omboue,GA,-1.5746,9.2618,71.58,90,50,5.55,scattered clouds
563,Butajira,ET,8.1167,38.3667,58.32,84,90,2.64,overcast clouds
564,Coos Bay,US,43.3665,-124.2179,64.31,86,100,12.66,overcast clouds
565,Acajutla,SV,13.5928,-89.8275,80.73,79,99,3.49,light rain
566,Raudeberg,NO,61.9875,5.1352,57.96,81,95,17.09,light rain
567,Emilio Carranza,MX,19.9711,-96.6114,84.83,73,17,11.68,few clouds
568,Kiama,AU,-34.6833,150.8667,60.26,86,100,3.0,light rain
569,Ust-Nera,RU,64.5667,143.2,69.55,43,74,2.26,broken clouds
570,Maneadero,MX,31.7167,-116.5667,72.1,75,5,4.0,clear sky
571,Banda Aceh,ID,5.5577,95.3222,81.21,71,100,13.31,light rain
572,Nilo,CO,4.306,-74.6208,77.09,80,91,4.0,overcast clouds
573,Buala,SB,-8.145,159.5921,84.76,70,25,12.17,scattered clouds
574,High Level,CA,58.5169,-117.136,73.51,35,75,6.91,broken clouds
575,Cobija,BO,-11.0267,-68.7692,77.11,57,91,1.61,overcast clouds
576,Yarada,IN,17.65,83.2667,83.12,77,100,2.42,overcast clouds
577,Kushiro,JP,42.975,144.3747,68.95,88,75,3.44,broken clouds
578,Syamzha,RU,60.0158,41.0614,53.15,96,7,3.24,clear sky
579,Matara,LK,5.9485,80.5353,79.32,83,43,16.87,scattered clouds
580,Ponta Delgada,PT,37.7333,-25.6667,69.49,82,75,6.91,broken clouds
581,Ossora,RU,59.2353,163.0719,48.69,93,100,1.32,light rain
582,Choma,ZM,-16.8065,26.9531,51.28,72,67,4.94,broken clouds
583,Lorengau,PG,-2.0226,147.2712,83.19,78,84,9.53,broken clouds
584,Ternate,ID,0.8,127.4,81.7,77,96,3.09,overcast clouds
585,Zhigansk,RU,66.7697,123.3711,65.91,54,83,12.66,broken clouds
586,Uige,AO,-7.6087,15.0613,61.32,60,1,3.02,clear sky
587,Visnes,NO,59.3556,5.2242,58.21,88,20,18.41,few clouds
588,Sakaiminato,JP,35.55,133.2333,80.58,83,75,10.36,light rain
589,Sivas,TR,39.7916,37.0019,48.49,93,0,4.94,clear sky
590,Whyalla,AU,-33.0333,137.5833,50.41,64,41,12.03,scattered clouds
591,Birkeland,NO,58.3309,8.2323,58.87,94,75,14.97,light rain
592,Deniliquin,AU,-35.5333,144.9667,46.13,64,42,7.09,scattered clouds
593,Nevel,RU,56.0209,29.9284,66.24,89,98,3.8,light rain
594,Palmer,US,42.1584,-72.3287,76.91,81,75,3.44,broken clouds
595,Lao Cai,VN,22.4833,103.95,80.38,88,99,2.08,overcast clouds
596,Sola,VU,-13.8833,167.55,81.36,76,21,23.29,few clouds
597,Yinchuan,CN,38.4681,106.2731,75.65,53,0,4.18,clear sky
598,Vallenar,CL,-28.5708,-70.7581,61.38,36,100,1.32,overcast clouds
599,Matadi,CD,-5.8167,13.45,71.29,87,87,6.02,overcast clouds
600,Puerto Plata,DO,19.7934,-70.6884,85.91,74,75,16.11,broken clouds
601,Crawfordsville,US,40.0411,-86.8745,79.3,23,0,4.61,clear sky
602,Gorom-Gorom,BF,14.4439,-0.2361,86.04,54,53,14.97,broken clouds
603,Izmit,TR,40.7669,29.9169,65.41,92,2,3.87,clear sky
604,Buta,CD,2.7858,24.73,69.15,100,90,1.88,moderate rain
605,Aloleng,PH,16.1307,119.7824,82.87,78,99,10.09,overcast clouds
606,Paragominas,BR,-2.9667,-47.4833,72.28,95,21,4.16,few clouds
607,Fangshan,CN,39.6983,115.9925,75.96,88,99,4.94,light rain
608,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,85,100,13.8,overcast clouds
609,Nevelsk,RU,46.6733,141.8633,61.38,94,100,7.81,overcast clouds
610,Marzuq,YE,14.4,46.4667,82.89,16,96,3.69,overcast clouds
611,Sayat,TM,38.7839,63.8803,82.27,20,0,15.68,clear sky
612,Sauce,UY,-34.6469,-56.0628,42.42,72,1,3.18,clear sky
613,Ladario,BR,-19.0047,-57.6017,78.26,47,3,3.36,clear sky
614,Mount Darwin,ZW,-16.7725,31.5838,52.65,93,12,2.37,few clouds
615,Deer Lake,CA,49.1667,-57.4316,73.26,64,75,16.11,broken clouds
616,Berdigestyakh,RU,62.0989,126.6992,74.12,55,100,7.87,overcast clouds
617,Boa Vista,BR,2.8197,-60.6733,82.38,74,20,4.61,few clouds
618,Rock Sound,BS,24.9,-76.2,81.55,74,80,14.09,broken clouds
619,Tarakan,ID,3.3,117.6333,80.1,94,75,2.3,broken clouds
620,Paysandu,UY,-32.3214,-58.0756,48.6,71,4,7.31,clear sky
621,Katherine,AU,-14.4667,132.2667,64.72,55,3,14.97,clear sky
622,Palu,ID,-0.8917,119.8707,81.97,80,68,1.7,broken clouds
623,Paita,PE,-5.0892,-81.1144,63.72,84,10,14.16,clear sky
624,Olafsvik,IS,64.8945,-23.7142,49.06,86,44,9.33,scattered clouds
625,Puksoozero,RU,62.5903,40.6066,52.25,96,2,2.89,clear sky
626,Burnie,AU,-41.0667,145.9167,46.83,64,0,4.23,clear sky
627,Melito Di Porto Salvo,IT,37.9222,15.7714,82.29,69,0,14.97,clear sky
628,Gamba,GA,-2.65,10.0,70.16,92,59,3.58,broken clouds
629,Tlacotalpan,MX,18.6167,-95.6667,84.7,73,35,9.91,scattered clouds
630,Bustamante,MX,26.5333,-100.5,93.94,33,77,23.31,broken clouds
631,Rundu,NA,-17.9333,19.7667,52.2,64,16,6.11,few clouds
632,Dubuque,US,42.4833,-90.8668,74.5,61,99,4.7,overcast clouds
633,Raska,RS,43.2872,20.6153,64.38,93,9,1.68,clear sky
634,Labuan,MY,5.2767,115.2417,79.16,88,20,0.0,few clouds
635,Plettenberg Bay,ZA,-34.0527,23.3716,57.63,84,3,3.44,clear sky
636,Kumla,SE,59.1277,15.1434,57.33,82,17,4.61,few clouds
637,Dubai,AE,25.2582,55.3047,91.65,79,0,8.05,clear sky
638,Uglerodovskiy,RU,48.147,40.0621,55.89,78,0,10.67,clear sky
639,Itoman,JP,26.1247,127.6694,78.82,92,75,16.11,light rain
640,Manaus,BR,-3.1019,-60.025,82.9,74,20,4.61,few clouds
641,Greenfield,US,42.9614,-88.0126,80.65,85,85,10.67,overcast clouds
642,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,90,76,6.71,broken clouds
643,Baruun-Urt,MN,46.6806,113.2792,79.88,37,100,7.96,light rain
644,Kijang,KR,35.2442,129.2139,82.13,77,87,3.89,overcast clouds
645,Anadyr,RU,64.75,177.4833,46.9,87,75,22.37,broken clouds
646,Sosua,DO,19.7667,-70.5167,85.98,74,75,16.11,broken clouds
647,Solnechnyy,RU,50.7214,136.6319,74.62,72,97,3.44,overcast clouds
648,Palmas,BR,-10.2128,-48.3603,84.07,58,0,4.61,clear sky
649,Guerrero Negro,MX,27.9769,-114.0611,73.92,62,0,23.15,clear sky
650,Abong Mbang,CM,3.9833,13.1833,68.11,89,77,2.15,broken clouds
651,Tombouctou,ML,20.0,-3.0,96.28,26,29,23.69,scattered clouds
652,Salas,ES,43.4118,-6.2602,61.5,99,100,3.18,overcast clouds
653,Atasu,KZ,48.6814,71.6433,62.69,31,17,6.31,few clouds
654,Karacakoy,TR,41.4029,28.3834,75.67,79,0,13.09,clear sky
655,Buchanan,LR,5.8808,-10.0467,76.6,81,97,9.55,overcast clouds
656,Bilma,NE,18.6853,12.9164,90.39,19,24,6.06,few clouds
657,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,51.82,93,27,6.69,scattered clouds
658,Oshakati,NA,-17.7833,15.6833,58.98,37,0,10.27,clear sky
659,Hadejia,NG,12.4498,10.0444,85.91,52,35,6.69,scattered clouds
660,Bonthe,SL,7.5264,-12.505,77.27,84,98,7.31,overcast clouds
661,Vidalia,US,32.2177,-82.4135,85.95,66,40,5.75,scattered clouds
662,Acarau,BR,-2.8856,-40.12,77.22,84,73,12.12,broken clouds
663,Usinsk,RU,65.9939,57.5281,48.42,67,78,14.0,broken clouds
664,Ekibastuz,KZ,51.6667,75.3667,62.06,57,35,4.5,scattered clouds
665,Sardarshahr,IN,28.4333,74.4833,82.87,78,89,12.77,light rain
666,Gizo,SB,-8.103,156.8419,83.79,68,21,6.6,few clouds
667,Salina,US,38.8403,-97.6114,88.3,70,52,3.0,broken clouds
668,Kemijarvi,FI,66.7131,27.4306,62.65,91,15,5.5,few clouds
669,Dzerzhinsk,RU,56.2389,43.4631,60.62,100,40,4.47,scattered clouds
670,Yeniseysk,RU,58.4497,92.1703,53.56,97,49,5.68,scattered clouds
671,Madison,US,34.7334,-86.5667,91.2,61,0,8.05,clear sky
